count;start_time;end_time
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
12.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
1.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
18.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
1.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
6.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
1.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
4.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
6.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
1.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
2.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
4.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
17.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
12.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
1.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
12.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
9.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
1.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
4.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
4.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
1.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
6.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
1.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
2.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
1.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
4.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
1.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
1.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
14.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
1.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
9.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
20.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
1.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
1.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
9.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
5.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
1.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
6.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
5.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
1.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
1.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
3.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
1.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
5.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
1.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
1.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
16.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
4.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
7.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
9.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
1.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
9.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
10.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
6.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
1.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
4.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
4.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
5.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
1.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
6.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
0.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
1.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
1.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
1.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
0.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
2.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
1.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
0.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
0.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
1.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
2.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
0.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
2.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
0.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
0.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
2.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
0.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
0.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
0.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
2.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
1.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
0.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
1.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
0.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
0.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
0.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
0.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
2.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
0.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
0.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
0.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
0.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
0.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
1.0;2025-06-10 07:30:00+02:00;2025-06-10 07:45:00+02:00
3.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
1.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
1.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
2.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
1.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
0.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
0.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
2.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
0.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
0.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
1.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
1.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
0.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
0.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
1.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
0.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
0.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
2.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
1.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
0.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
1.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
2.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
0.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
0.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
2.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
0.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
0.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
1.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
2.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
0.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
1.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
0.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
0.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
0.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
0.0;2025-06-10 07:45:00+02:00;2025-06-10 08:00:00+02:00
4.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
5.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
4.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
1.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
1.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
1.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
2.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
1.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
1.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
2.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
1.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
2.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
1.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
3.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
2.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
1.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
0.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
2.0;2025-06-10 08:00:00+02:00;2025-06-10 08:15:00+02:00
3.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
5.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
5.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
7.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
1.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
1.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
1.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
2.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
1.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
5.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
2.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
2.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
3.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
1.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
1.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
1.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
0.0;2025-06-10 08:15:00+02:00;2025-06-10 08:30:00+02:00
3.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
1.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
5.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
2.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
1.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
1.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
2.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
1.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
1.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
3.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
1.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
2.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
1.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
1.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
0.0;2025-06-10 08:30:00+02:00;2025-06-10 08:45:00+02:00
6.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
1.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
2.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
5.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
1.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
6.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
1.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
2.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
2.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
1.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
2.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
2.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
2.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
2.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
1.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
1.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
1.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
0.0;2025-06-10 08:45:00+02:00;2025-06-10 09:00:00+02:00
374.0;2022-06-14 07:30:00+02:00;2022-06-14 09:00:00+02:00
382.0;2024-06-11 07:30:00+02:00;2024-06-11 09:00:00+02:00
65.0;2022-06-14 07:30:00+02:00;2022-06-14 09:00:00+02:00
